unidade;ano;mes;setor_centro_custo;paciente_dia
CHPB;2019,0;1,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;707,0
CHPB;2019,0;1,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;83,0
CHPB;2019,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;248,0
CHPB;2019,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;69,0
CHPB;2019,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;248,0
CHPB;2019,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;729,0
CHPB;2019,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;513,0
CHPB;2019,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;589,0
CHPB;2019,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;582,0
CHPB;2019,0;2,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;672,0
CHPB;2019,0;2,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;83,0
CHPB;2019,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;224,0
CHPB;2019,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;81,0
CHPB;2019,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;177,0
CHPB;2019,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;667,0
CHPB;2019,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;460,0
CHPB;2019,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;523,0
CHPB;2019,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;509,0
CHPB;2019,0;3,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;499,0
CHPB;2019,0;3,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;77,0
CHPB;2019,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;248,0
CHPB;2019,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;109,0
CHPB;2019,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;227,0
CHPB;2019,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;702,0
CHPB;2019,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;527,0
CHPB;2019,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;540,0
CHPB;2019,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;584,0
CHPB;2019,0;4,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;481,0
CHPB;2019,0;4,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;73,0
CHPB;2019,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;240,0
CHPB;2019,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;120,0
CHPB;2019,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;210,0
CHPB;2019,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;676,0
CHPB;2019,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;507,0
CHPB;2019,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;529,0
CHPB;2019,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;570,0
CHPB;2019,0;5,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;566,0
CHPB;2019,0;5,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;106,0
CHPB;2019,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;243,0
CHPB;2019,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;121,0
CHPB;2019,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;214,0
CHPB;2019,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;713,0
CHPB;2019,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;523,0
CHPB;2019,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;555,0
CHPB;2019,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;529,0
CHPB;2019,0;6,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;672,0
CHPB;2019,0;6,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;77,0
CHPB;2019,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;231,0
CHPB;2019,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;120,0
CHPB;2019,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;240,0
CHPB;2019,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;690,0
CHPB;2019,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;510,0
CHPB;2019,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;535,0
CHPB;2019,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;518,0
CHPB;2019,0;7,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;683,0
CHPB;2019,0;7,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;61,0
CHPB;2019,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;232,0
CHPB;2019,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0
CHPB;2019,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;248,0
CHPB;2019,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;709,0
CHPB;2019,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;524,0
CHPB;2019,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;549,0
CHPB;2019,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;582,0
CHPB;2019,0;8,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;767,0
CHPB;2019,0;8,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;66,0
CHPB;2019,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;210,0
CHPB;2019,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0
CHPB;2019,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;248,0
CHPB;2019,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;713,0
CHPB;2019,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;516,0
CHPB;2019,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;544,0
CHPB;2019,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;589,0
CHPB;2019,0;9,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;652,0
CHPB;2019,0;9,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;51,0
CHPB;2019,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;197,0
CHPB;2019,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;119,0
CHPB;2019,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;240,0
CHPB;2019,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;687,0
CHPB;2019,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;505,0
CHPB;2019,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;540,0
CHPB;2019,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;566,0
CHPB;2019,0;10,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;772,0
CHPB;2019,0;10,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;67,0
CHPB;2019,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;186,0
CHPB;2019,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0
CHPB;2019,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;248,0
CHPB;2019,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;701,0
CHPB;2019,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;514,0
CHPB;2019,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;556,0
CHPB;2019,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;582,0
CHPB;2019,0;11,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;766,0
CHPB;2019,0;11,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;111,0
CHPB;2019,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;199,0
CHPB;2019,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;110,0
CHPB;2019,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;240,0
CHPB;2019,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;646,0
CHPB;2019,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;474,0
CHPB;2019,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;540,0
CHPB;2019,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;570,0
CHPB;2019,0;12,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;698,0
CHPB;2019,0;12,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;92,0
CHPB;2019,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;217,0
CHPB;2019,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;116,0
CHPB;2019,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;248,0
CHPB;2019,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;678,0
CHPB;2019,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;594,0
CHPB;2019,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;558,0
CHPB;2019,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;662,0
CHPB;2020,0;1,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;775,0
CHPB;2020,0;1,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;104,0
CHPB;2020,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;225,0
CHPB;2020,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;114,0
CHPB;2020,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;248,0
CHPB;2020,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;910,0
CHPB;2020,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;636,0
CHPB;2020,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;593,0
CHPB;2020,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;736,0
CHPB;2020,0;2,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;782,0
CHPB;2020,0;2,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;46,0
CHPB;2020,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;220,0
CHPB;2020,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;87,0
CHPB;2020,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;222,0
CHPB;2020,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;841,0
CHPB;2020,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;618,0
CHPB;2020,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;608,0
CHPB;2020,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;655,0
CHPB;2020,0;3,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;713,0
CHPB;2020,0;3,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;42,0
CHPB;2020,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;248,0
CHPB;2020,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;116,0
CHPB;2020,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;217,0
CHPB;2020,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;874,0
CHPB;2020,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;674,0
CHPB;2020,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;649,0
CHPB;2020,0;3,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;727,0
CHPB;2020,0;4,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;572,0
CHPB;2020,0;4,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;50,0
CHPB;2020,0;4,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;93,0
CHPB;2020,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;240,0
CHPB;2020,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;90,0
CHPB;2020,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;209,0
CHPB;2020,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;855,0
CHPB;2020,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;658,0
CHPB;2020,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;573,0
CHPB;2020,0;4,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;690,0
CHPB;2020,0;5,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;591,0
CHPB;2020,0;5,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;72,0
CHPB;2020,0;5,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;136,0
CHPB;2020,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;248,0
CHPB;2020,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;93,0
CHPB;2020,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;186,0
CHPB;2020,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;895,0
CHPB;2020,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;669,0
CHPB;2020,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;596,0
CHPB;2020,0;5,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;713,0
CHPB;2020,0;6,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;664,0
CHPB;2020,0;6,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;113,0
CHPB;2020,0;6,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;276,0
CHPB;2020,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;240,0
CHPB;2020,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;113,0
CHPB;2020,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;185,0
CHPB;2020,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;812,0
CHPB;2020,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;646,0
CHPB;2020,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;589,0
CHPB;2020,0;6,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;682,0
CHPB;2020,0;7,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;750,0
CHPB;2020,0;7,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;62,0
CHPB;2020,0;7,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;269,0
CHPB;2020,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;234,0
CHPB;2020,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0
CHPB;2020,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;186,0
CHPB;2020,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;859,0
CHPB;2020,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;620,0
CHPB;2020,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;611,0
CHPB;2020,0;7,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;726,0
CHPB;2020,0;8,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;785,0
CHPB;2020,0;8,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;54,0
CHPB;2020,0;8,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;267,0
CHPB;2020,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;248,0
CHPB;2020,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0
CHPB;2020,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;186,0
CHPB;2020,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;854,0
CHPB;2020,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;609,0
CHPB;2020,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;605,0
CHPB;2020,0;8,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;725,0
CHPB;2020,0;9,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;728,0
CHPB;2020,0;9,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;134,0
CHPB;2020,0;9,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;257,0
CHPB;2020,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;240,0
CHPB;2020,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;120,0
CHPB;2020,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;166,0
CHPB;2020,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;789,0
CHPB;2020,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;594,0
CHPB;2020,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;564,0
CHPB;2020,0;9,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;671,0
CHPB;2020,0;10,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;846,0
CHPB;2020,0;10,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;84,0
CHPB;2020,0;10,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;217,0
CHPB;2020,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;248,0
CHPB;2020,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;109,0
CHPB;2020,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;182,0
CHPB;2020,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;812,0
CHPB;2020,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;620,0
CHPB;2020,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;583,0
CHPB;2020,0;10,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;734,0
CHPB;2020,0;11,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;807,0
CHPB;2020,0;11,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;62,0
CHPB;2020,0;11,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;180,0
CHPB;2020,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;207,0
CHPB;2020,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;120,0
CHPB;2020,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;180,0
CHPB;2020,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;801,0
CHPB;2020,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;589,0
CHPB;2020,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;568,0
CHPB;2020,0;11,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;698,0
CHPB;2020,0;12,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;801,0
CHPB;2020,0;12,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;70,0
CHPB;2020,0;12,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;253,0
CHPB;2020,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;217,0
CHPB;2020,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0
CHPB;2020,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;186,0
CHPB;2020,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;795,0
CHPB;2020,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;606,0
CHPB;2020,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;568,0
CHPB;2020,0;12,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;743,0
CHPB;2021,0;1,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;775,0
CHPB;2021,0;1,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;227,0
CHPB;2021,0;1,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;142,0
CHPB;2021,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;231,0
CHPB;2021,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;124,0
CHPB;2021,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;186,0
CHPB;2021,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;700,0
CHPB;2021,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;588,0
CHPB;2021,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;552,0
CHPB;2021,0;1,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;622,0
CHPB;2021,0;2,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;751,0
CHPB;2021,0;2,0;UIC - UNIDADE INTERCORRENCIAS CLINICAS;217,0
CHPB;2021,0;2,0;UNIDADE DE CUIDADOS CONTINUADOS INTEGRADOS;32,0
CHPB;2021,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 1;224,0
CHPB;2021,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 2;112,0
CHPB;2021,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA CASA LAR 3;168,0
CHPB;2021,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 2;662,0
CHPB;2021,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 3;508,0
CHPB;2021,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 4;471,0
CHPB;2021,0;2,0;UNIDADE INTERNAÇÃO - PSIQUIATRIA MÓDULO RESIDENCIAL 5;529,0
CHPB;2021,0;3,0;CAC - CENTRO DE ACOLHIMENTO DE CRISE;363,0
CHPB;2021,0;3,0;LAR INCLUSIVO;439,0
CHPB;2021,0;3,0;LAR INCLUSIVO B;298,0
CHPB;2021,0;3,0;LAR INCLUSIVO C;300,0
CHPB;2021,0;3,0;LAR INCLUSIVO D;350,0
CHPB;2021,0;3,0;LAR INCLUSIVO E;126,0
CHPB;2021,0;3,0;LAR INCLUSIVO F;64,0
CHPB;2021,0;3,0;LAR INCLUSIVO G;96,0
